transaction_id,customer_id,merchant,category,purchase_amount,installment_count,installment_amount,purchase_date,final_due_date,status,credit_score,risk_score,late_fee,default_flag
T001502,C2927,Adidas,Grocery,1878.35,4,469.59,2023-10-02,2024-01-30,late,344,51.71,6.04,0
T001503,C3356,eBay,Office,366.85,4,91.71,2023-06-28,2023-10-26,ongoing,592,24.79,0.0,0
T001504,C5790,Apple Store,Books,1863.63,12,155.3,2023-08-29,2024-08-23,paid,764,9.31,0.0,0
T001505,C1306,Nike,Sports,2334.59,12,194.55,2023-11-22,2024-11-16,ongoing,849,1.71,0.0,0
T001506,C8979,AliExpress,Fashion,3620.62,4,905.16,2023-11-15,2024-03-14,paid,679,16.64,0.0,0
T001507,C4665,Apple Store,Home,3292.23,6,548.71,2023-11-27,2024-05-25,ongoing,777,8.42,0.0,0
T001508,C8057,AliExpress,Health,3551.11,12,295.93,2023-06-02,2024-05-27,paid,561,29.8,0.0,0
T001509,C1661,Adidas,Beauty,66.61,18,3.7,2023-04-14,2024-10-05,ongoing,478,35.44,0.0,0
T001510,C5644,Target,Office,1107.9,4,276.98,2023-03-16,2023-07-14,ongoing,656,19.73,0.0,0
T001511,C9503,Amazon,Books,3316.88,4,829.22,2023-05-08,2023-09-05,paid,718,11.72,0.0,0
T001512,C3920,Walmart,Home,2432.85,3,810.95,2023-07-18,2023-10-16,ongoing,500,36.87,0.0,0
T001513,C9946,AliExpress,Office,51.43,18,2.86,2023-06-03,2024-11-24,ongoing,312,55.05,0.0,0
T001514,C7236,AliExpress,Health,4027.36,3,1342.45,2023-02-25,2023-05-26,ongoing,742,9.24,0.0,0
T001515,C7078,Walmart,Home,3869.73,6,644.96,2023-10-05,2024-04-02,ongoing,585,24.99,0.0,0
T001516,C1352,Amazon,Health,2753.39,3,917.8,2023-12-11,2024-03-10,ongoing,557,29.68,0.0,0
T001517,C8005,Adidas,Books,355.66,3,118.55,2023-01-19,2023-04-19,late,847,0.0,37.62,0
T001518,C1158,Nike,Electronics,3838.41,4,959.6,2023-06-08,2023-10-06,ongoing,789,4.24,0.0,0
T001519,C1956,IKEA,Sports,2928.98,18,162.72,2023-01-26,2024-07-19,ongoing,797,5.47,0.0,0
T001520,C3071,AliExpress,Sports,3915.25,3,1305.08,2023-06-18,2023-09-16,ongoing,632,21.35,0.0,0
T001521,C9595,Amazon,Automotive,3764.94,6,627.49,2023-01-23,2023-07-22,paid,331,50.3,0.0,0
T001522,C4453,Amazon,Fashion,4019.94,3,1339.98,2023-02-16,2023-05-17,paid,342,52.01,0.0,0
T001523,C7675,Target,Grocery,2602.09,3,867.36,2023-01-13,2023-04-13,paid,650,21.66,0.0,0
T001524,C1955,AliExpress,Beauty,723.11,4,180.78,2023-08-05,2023-12-03,paid,633,22.73,0.0,0
T001525,C7295,Apple Store,Health,3364.01,4,841.0,2023-11-18,2024-03-17,late,569,29.39,12.68,0
T001526,C2712,Adidas,Automotive,3111.86,3,1037.29,2023-07-13,2023-10-11,late,712,12.67,19.01,0
T001527,C5703,Nike,Automotive,3717.71,4,929.43,2023-05-24,2023-09-21,paid,318,52.25,0.0,0
T001528,C7563,Amazon,Automotive,870.16,3,290.05,2023-03-14,2023-06-12,ongoing,646,19.23,0.0,0
T001529,C6631,Target,Health,995.0,4,248.75,2023-06-05,2023-10-03,paid,336,52.46,0.0,0
T001530,C2394,Target,Books,4454.79,18,247.49,2023-03-18,2024-09-08,ongoing,391,47.69,0.0,0
T001531,C5732,Walmart,Health,3756.14,12,313.01,2023-06-18,2024-06-12,paid,484,37.47,0.0,0
T001532,C4714,AliExpress,Sports,4543.44,4,1135.86,2023-10-14,2024-02-11,late,327,53.83,42.29,0
T001533,C1529,Amazon,Health,3799.61,6,633.27,2023-03-26,2023-09-22,paid,847,0.85,0.0,0
T001534,C3958,Nike,Books,2995.85,12,249.65,2023-07-01,2024-06-25,late,671,17.45,13.33,0
T001535,C8904,Apple Store,Office,3279.31,3,1093.1,2023-11-11,2024-02-09,ongoing,829,1.8,0.0,0
T001536,C4591,eBay,Sports,4448.41,12,370.7,2023-10-24,2024-10-18,ongoing,644,18.9,0.0,0
T001537,C7895,eBay,Electronics,2904.56,12,242.05,2023-04-22,2024-04-16,ongoing,718,11.33,0.0,0
T001538,C1525,Apple Store,Home,3171.15,3,1057.05,2023-08-18,2023-11-16,late,495,36.28,5.59,0
T001539,C7477,Amazon,Electronics,803.47,3,267.82,2023-04-06,2023-07-05,late,377,47.05,20.95,0
T001540,C1001,AliExpress,Grocery,2382.76,18,132.38,2023-06-17,2024-12-08,paid,466,38.61,0.0,0
T001541,C1374,Nike,Electronics,3589.08,4,897.27,2023-06-05,2023-10-03,paid,389,46.33,0.0,0
T001542,C5648,Walmart,Sports,1372.94,3,457.65,2023-04-15,2023-07-14,paid,563,27.81,0.0,0
T001543,C3365,AliExpress,Electronics,1031.21,3,343.74,2023-07-12,2023-10-10,late,771,7.8,24.31,0
T001544,C2525,IKEA,Fashion,1586.29,4,396.57,2023-11-26,2024-03-25,late,507,34.18,5.79,0
T001545,C2646,AliExpress,Electronics,1226.47,6,204.41,2023-05-12,2023-11-08,paid,570,27.55,0.0,0
T001546,C1013,AliExpress,Beauty,1094.19,6,182.36,2023-12-21,2024-06-18,paid,562,30.08,0.0,0
T001547,C5599,Adidas,Grocery,2138.63,18,118.81,2023-05-18,2024-11-08,ongoing,805,4.3,0.0,0
T001548,C3278,Amazon,Home,4541.5,3,1513.83,2023-11-27,2024-02-25,paid,811,4.31,0.0,0
T001549,C4155,Walmart,Books,2547.62,4,636.9,2023-09-27,2024-01-25,ongoing,823,4.28,0.0,0
T001550,C9321,Adidas,Beauty,959.9,4,239.98,2023-02-07,2023-06-07,ongoing,611,25.36,0.0,0
T001551,C4814,Amazon,Beauty,407.93,4,101.98,2023-02-14,2023-06-14,late,473,39.26,45.42,0
T001552,C4216,BestBuy,Beauty,3488.38,3,1162.79,2023-06-12,2023-09-10,ongoing,730,11.08,0.0,0
T001553,C9219,Walmart,Books,1929.42,18,107.19,2023-11-27,2025-05-20,defaulted,762,6.94,0.0,1
T001554,C3113,Amazon,Fashion,4113.61,12,342.8,2023-09-10,2024-09-04,ongoing,400,44.04,0.0,0
T001555,C5356,eBay,Fashion,3306.07,4,826.52,2023-06-18,2023-10-16,ongoing,315,52.61,0.0,0
T001556,C6543,Adidas,Books,3986.3,6,664.38,2023-10-12,2024-04-09,ongoing,557,30.94,0.0,0
T001557,C5555,BestBuy,Office,1377.93,3,459.31,2023-10-01,2023-12-30,ongoing,543,31.3,0.0,0
T001558,C8062,Walmart,Health,3469.49,4,867.37,2023-01-20,2023-05-20,ongoing,647,18.63,0.0,0
T001559,C4374,IKEA,Health,1338.71,6,223.12,2023-08-27,2024-02-23,ongoing,548,28.74,0.0,0
T001560,C7430,Nike,Fashion,4696.87,4,1174.22,2023-09-27,2024-01-25,ongoing,404,43.22,0.0,0
T001561,C4466,IKEA,Sports,3190.96,18,177.28,2023-11-06,2025-04-29,ongoing,586,26.92,0.0,0
T001562,C4081,eBay,Books,1639.45,6,273.24,2023-01-31,2023-07-30,ongoing,468,39.14,0.0,0
T001563,C1629,eBay,Fashion,1365.82,4,341.46,2023-11-10,2024-03-09,paid,719,14.54,0.0,0
T001564,C1269,Apple Store,Sports,974.86,6,162.48,2023-04-14,2023-10-11,ongoing,346,52.16,0.0,0
T001565,C6724,Apple Store,Health,3480.84,3,1160.28,2023-06-19,2023-09-17,paid,342,49.61,0.0,0
T001566,C6897,IKEA,Electronics,1113.11,4,278.28,2023-07-05,2023-11-02,paid,620,22.24,0.0,0
T001567,C4432,Adidas,Fashion,2986.63,4,746.66,2023-05-08,2023-09-05,ongoing,520,31.96,0.0,0
T001568,C7276,AliExpress,Grocery,1341.56,4,335.39,2023-07-29,2023-11-26,late,812,3.24,36.81,0
T001569,C6895,Amazon,Electronics,3318.3,6,553.05,2023-10-08,2024-04-05,paid,740,12.66,0.0,0
T001570,C8115,Nike,Electronics,4079.33,4,1019.83,2023-09-10,2024-01-08,paid,443,41.0,0.0,0
T001571,C7656,BestBuy,Fashion,3895.68,6,649.28,2023-01-19,2023-07-18,ongoing,327,53.25,0.0,0
T001572,C1575,Nike,Sports,3810.24,6,635.04,2023-07-19,2024-01-15,paid,466,38.36,0.0,0
T001573,C8029,eBay,Grocery,958.92,4,239.73,2023-08-08,2023-12-06,late,548,28.32,7.9,0
T001574,C7099,Apple Store,Sports,464.72,12,38.73,2023-05-16,2024-05-10,ongoing,656,17.66,0.0,0
T001575,C4192,AliExpress,Beauty,3502.27,3,1167.42,2023-08-11,2023-11-09,ongoing,410,44.15,0.0,0
T001576,C4178,Target,Sports,1857.53,3,619.18,2023-01-03,2023-04-03,ongoing,533,32.58,0.0,0
T001577,C7052,Walmart,Sports,2175.92,4,543.98,2023-08-24,2023-12-22,paid,323,51.56,0.0,0
T001578,C3734,Target,Office,179.97,3,59.99,2023-12-08,2024-03-07,ongoing,325,53.39,0.0,0
T001579,C7116,Target,Automotive,1316.39,3,438.8,2023-08-16,2023-11-14,paid,680,18.24,0.0,0
T001580,C4568,Adidas,Home,192.54,6,32.09,2023-05-22,2023-11-18,ongoing,645,20.15,0.0,0
T001581,C3203,Adidas,Automotive,4398.95,4,1099.74,2023-01-09,2023-05-09,late,677,18.29,41.78,0
T001582,C2390,Apple Store,Grocery,1235.9,4,308.98,2023-07-09,2023-11-06,ongoing,821,2.52,0.0,0
T001583,C2742,Target,Grocery,2797.75,18,155.43,2023-12-16,2025-06-08,ongoing,316,54.11,0.0,0
T001584,C2925,BestBuy,Books,218.92,6,36.49,2023-06-14,2023-12-11,paid,544,31.66,0.0,0
T001585,C1619,eBay,Sports,3342.57,12,278.55,2023-05-19,2024-05-13,ongoing,838,3.17,0.0,0
T001586,C2274,Target,Electronics,1632.06,3,544.02,2023-10-03,2024-01-01,ongoing,501,34.28,0.0,0
T001587,C1956,AliExpress,Automotive,4492.15,6,748.69,2023-10-18,2024-04-15,ongoing,547,29.94,0.0,0
T001588,C2939,Walmart,Books,4443.39,12,370.28,2023-02-22,2024-02-17,ongoing,417,41.96,0.0,0
T001589,C4953,Amazon,Beauty,1643.32,6,273.89,2023-06-24,2023-12-21,late,308,53.02,21.12,0
T001590,C1968,Apple Store,Home,4507.28,6,751.21,2023-04-20,2023-10-17,late,322,53.57,34.4,0
T001591,C1281,Apple Store,Sports,4980.88,4,1245.22,2023-07-22,2023-11-19,ongoing,539,32.77,0.0,0
T001592,C7262,IKEA,Books,4131.44,3,1377.15,2023-05-16,2023-08-14,ongoing,326,51.98,0.0,0
T001593,C2058,AliExpress,Automotive,4228.23,4,1057.06,2023-01-04,2023-05-04,ongoing,380,45.72,0.0,0
T001594,C5293,Adidas,Beauty,1263.82,4,315.96,2023-06-04,2023-10-02,paid,498,34.34,0.0,0
T001595,C6178,eBay,Office,2894.09,12,241.17,2023-06-21,2024-06-15,ongoing,391,45.72,0.0,0
T001596,C7980,BestBuy,Health,359.6,3,119.87,2023-12-24,2024-03-23,ongoing,383,45.86,0.0,0
T001597,C2229,AliExpress,Home,497.22,18,27.62,2023-02-16,2024-08-09,ongoing,599,24.03,0.0,0
T001598,C5585,Nike,Grocery,4994.49,18,277.47,2023-04-04,2024-09-25,paid,595,26.44,0.0,0
T001599,C9467,Amazon,Office,1650.03,3,550.01,2023-02-17,2023-05-18,ongoing,753,7.73,0.0,0
T001600,C3740,Walmart,Sports,3747.21,4,936.8,2023-08-28,2023-12-26,late,580,27.16,37.19,0
T001601,C3289,IKEA,Health,4038.16,12,336.51,2023-12-13,2024-12-07,ongoing,358,50.38,0.0,0
T001602,C2239,AliExpress,Health,4293.67,18,238.54,2023-08-01,2025-01-22,ongoing,641,19.96,0.0,0
T001603,C6370,IKEA,Home,4988.2,4,1247.05,2023-12-06,2024-04-04,ongoing,764,9.01,0.0,0
T001604,C1125,Amazon,Electronics,1226.45,4,306.61,2023-11-20,2024-03-19,ongoing,641,21.58,0.0,0
T001605,C8473,Target,Office,225.75,4,56.44,2023-05-19,2023-09-16,ongoing,361,49.52,0.0,0
T001606,C6342,IKEA,Electronics,2070.68,6,345.11,2023-07-24,2024-01-20,ongoing,728,11.98,0.0,0
T001607,C8351,Apple Store,Fashion,672.15,3,224.05,2023-03-14,2023-06-12,ongoing,555,28.89,0.0,0
T001608,C7638,Adidas,Office,136.57,6,22.76,2023-01-04,2023-07-03,ongoing,646,21.74,0.0,0
T001609,C7570,Target,Beauty,1818.12,3,606.04,2023-03-17,2023-06-15,ongoing,825,3.53,0.0,0
T001610,C4249,AliExpress,Sports,3924.1,3,1308.03,2023-11-25,2024-02-23,defaulted,603,23.99,0.0,1
T001611,C8595,Walmart,Office,2841.75,4,710.44,2023-03-18,2023-07-16,ongoing,544,29.01,0.0,0
T001612,C7294,Apple Store,Office,1581.07,4,395.27,2023-10-31,2024-02-28,paid,711,12.19,0.0,0
T001613,C7527,Amazon,Fashion,3280.35,4,820.09,2023-09-13,2024-01-11,ongoing,516,31.78,0.0,0
T001614,C6757,Target,Home,1179.29,4,294.82,2023-04-12,2023-08-10,ongoing,815,3.83,0.0,0
T001615,C2969,Apple Store,Home,96.55,4,24.14,2023-04-16,2023-08-14,ongoing,773,5.91,0.0,0
T001616,C1891,Adidas,Beauty,3827.66,3,1275.89,2023-11-29,2024-02-27,ongoing,335,50.85,0.0,0
T001617,C5470,Target,Home,3128.12,4,782.03,2023-02-08,2023-06-08,ongoing,477,38.31,0.0,0
T001618,C8175,eBay,Health,3817.46,18,212.08,2023-11-10,2025-05-03,ongoing,686,15.58,0.0,0
T001619,C9320,eBay,Automotive,218.72,4,54.68,2023-10-02,2024-01-30,paid,316,54.45,0.0,0
T001620,C7812,Target,Fashion,4189.67,4,1047.42,2023-03-29,2023-07-27,ongoing,347,51.28,0.0,0
T001621,C8519,Target,Automotive,3107.14,6,517.86,2023-07-30,2024-01-26,ongoing,361,47.88,0.0,0
T001622,C5612,eBay,Automotive,2827.89,18,157.1,2023-03-18,2024-09-08,ongoing,368,49.12,0.0,0
T001623,C2198,AliExpress,Fashion,3132.45,3,1044.15,2023-03-18,2023-06-16,paid,665,19.49,0.0,0
T001624,C6238,IKEA,Automotive,4325.56,6,720.93,2023-01-28,2023-07-27,paid,461,38.49,0.0,0
T001625,C7089,Walmart,Automotive,2945.01,6,490.84,2023-09-02,2024-02-29,ongoing,787,5.14,0.0,0
T001626,C7257,Apple Store,Automotive,2915.23,6,485.87,2023-03-07,2023-09-03,ongoing,730,12.09,0.0,0
T001627,C8705,Apple Store,Beauty,4953.63,3,1651.21,2023-09-23,2023-12-22,ongoing,788,7.89,0.0,0
T001628,C4719,Amazon,Grocery,3789.73,6,631.62,2023-07-24,2024-01-20,ongoing,529,32.66,0.0,0
T001629,C1302,Walmart,Beauty,2225.41,3,741.8,2023-02-27,2023-05-28,paid,669,16.79,0.0,0
T001630,C1986,BestBuy,Electronics,3544.3,6,590.72,2023-07-20,2024-01-16,paid,477,38.03,0.0,0
T001631,C5440,eBay,Office,1961.42,6,326.9,2023-08-13,2024-02-09,ongoing,709,13.81,0.0,0
T001632,C5909,BestBuy,Home,1163.66,3,387.89,2023-05-22,2023-08-20,ongoing,569,28.47,0.0,0
T001633,C4072,Adidas,Fashion,2994.34,12,249.53,2023-03-25,2024-03-19,paid,505,35.44,0.0,0
T001634,C4124,Walmart,Health,4642.71,3,1547.57,2023-05-23,2023-08-21,ongoing,381,46.96,0.0,0
T001635,C9125,Nike,Automotive,4647.47,12,387.29,2023-12-18,2024-12-12,ongoing,492,37.06,0.0,0
T001636,C4291,Amazon,Books,1725.98,4,431.5,2023-02-02,2023-06-02,paid,488,37.09,0.0,0
T001637,C5033,Target,Fashion,2650.2,3,883.4,2023-06-01,2023-08-30,ongoing,575,27.96,0.0,0
T001638,C6105,Adidas,Sports,1077.89,3,359.3,2023-06-07,2023-09-05,ongoing,373,46.3,0.0,0
T001639,C1703,IKEA,Fashion,4978.26,18,276.57,2023-05-21,2024-11-11,ongoing,309,55.44,0.0,0
T001640,C9133,Nike,Office,4906.06,3,1635.35,2023-09-08,2023-12-07,paid,515,35.24,0.0,0
T001641,C1574,Walmart,Health,3256.31,3,1085.44,2023-10-30,2024-01-28,ongoing,589,24.65,0.0,0
T001642,C6704,Walmart,Fashion,4026.96,4,1006.74,2023-04-22,2023-08-20,defaulted,744,10.55,0.0,1
T001643,C8848,BestBuy,Health,3582.62,6,597.1,2023-05-24,2023-11-20,paid,492,34.84,0.0,0
T001644,C6208,AliExpress,Fashion,2975.96,4,743.99,2023-07-28,2023-11-25,ongoing,588,27.22,0.0,0
T001645,C7924,BestBuy,Beauty,290.41,3,96.8,2023-08-12,2023-11-10,ongoing,443,41.59,0.0,0
T001646,C4828,Apple Store,Beauty,2287.45,3,762.48,2023-02-12,2023-05-13,ongoing,688,14.76,0.0,0
T001647,C4230,BestBuy,Grocery,3382.06,3,1127.35,2023-09-21,2023-12-20,ongoing,706,15.91,0.0,0
T001648,C1488,AliExpress,Electronics,3395.72,3,1131.91,2023-09-01,2023-11-30,late,669,16.82,28.69,0
T001649,C8114,IKEA,Fashion,1881.29,4,470.32,2023-01-03,2023-05-03,paid,740,12.19,0.0,0
T001650,C4173,Adidas,Automotive,4709.92,6,784.99,2023-05-05,2023-11-01,ongoing,828,2.03,0.0,0
T001651,C2667,eBay,Fashion,857.6,3,285.87,2023-09-25,2023-12-24,paid,312,53.11,0.0,0
T001652,C5114,Walmart,Sports,2514.29,4,628.57,2023-03-25,2023-07-23,ongoing,639,19.73,0.0,0
T001653,C4553,Target,Health,3462.15,4,865.54,2023-01-16,2023-05-16,paid,611,22.57,0.0,0
T001654,C8761,BestBuy,Automotive,3493.25,18,194.07,2023-11-30,2025-05-23,paid,403,45.35,0.0,0
T001655,C2000,Nike,Grocery,3251.98,18,180.67,2023-02-28,2024-08-21,ongoing,638,21.4,0.0,0
T001656,C2388,IKEA,Health,1394.56,12,116.21,2023-06-26,2024-06-20,ongoing,497,33.79,0.0,0
T001657,C6450,Amazon,Beauty,802.13,3,267.38,2023-03-04,2023-06-02,paid,599,23.55,0.0,0
T001658,C4712,Walmart,Books,3188.8,3,1062.93,2023-02-18,2023-05-19,paid,743,8.99,0.0,0
T001659,C2367,AliExpress,Automotive,3006.53,4,751.63,2023-11-03,2024-03-02,ongoing,658,20.18,0.0,0
T001660,C9189,Apple Store,Beauty,917.3,3,305.77,2023-09-03,2023-12-02,ongoing,667,19.15,0.0,0
T001661,C1454,AliExpress,Sports,3533.07,4,883.27,2023-10-16,2024-02-13,paid,468,36.43,0.0,0
T001662,C3772,BestBuy,Automotive,2289.48,6,381.58,2023-10-13,2024-04-10,ongoing,448,40.44,0.0,0
T001663,C4726,Adidas,Automotive,3347.11,12,278.93,2023-11-28,2024-11-22,ongoing,341,49.24,0.0,0
T001664,C8232,Apple Store,Automotive,4190.9,12,349.24,2023-01-15,2024-01-10,ongoing,501,36.51,0.0,0
T001665,C5806,Nike,Electronics,869.4,4,217.35,2023-12-04,2024-04-02,ongoing,543,32.33,0.0,0
T001666,C3190,AliExpress,Automotive,120.25,6,20.04,2023-09-12,2024-03-10,ongoing,763,9.49,0.0,0
T001667,C3875,Nike,Electronics,3901.04,4,975.26,2023-04-02,2023-07-31,defaulted,748,11.9,0.0,1
T001668,C6592,Amazon,Beauty,3058.24,3,1019.41,2023-10-06,2024-01-04,paid,736,12.65,0.0,0
T001669,C2440,Nike,Grocery,3505.71,6,584.28,2023-07-25,2024-01-21,ongoing,830,3.31,0.0,0
T001670,C9927,Walmart,Electronics,4194.82,3,1398.27,2023-04-04,2023-07-03,ongoing,572,28.08,0.0,0
T001671,C7059,IKEA,Electronics,4018.98,4,1004.74,2023-08-13,2023-12-11,ongoing,729,11.32,0.0,0
T001672,C8010,Apple Store,Automotive,4805.58,4,1201.4,2023-10-28,2024-02-25,ongoing,512,32.67,0.0,0
T001673,C8117,Walmart,Grocery,2691.28,6,448.55,2023-11-14,2024-05-12,late,403,44.01,32.44,0
T001674,C3989,Target,Automotive,2455.27,6,409.21,2023-07-18,2024-01-14,ongoing,491,36.41,0.0,0
T001675,C7228,AliExpress,Beauty,2024.39,4,506.1,2023-09-28,2024-01-26,defaulted,679,15.79,0.0,1
T001676,C7471,AliExpress,Automotive,789.61,12,65.8,2023-08-22,2024-08-16,ongoing,380,46.03,0.0,0
T001677,C3863,Target,Home,2873.72,3,957.91,2023-02-15,2023-05-16,paid,848,0.07,0.0,0
T001678,C2177,Nike,Office,1403.14,4,350.78,2023-03-05,2023-07-03,ongoing,676,16.33,0.0,0
T001679,C5760,Walmart,Beauty,4608.5,6,768.08,2023-08-18,2024-02-14,ongoing,453,40.05,0.0,0
T001680,C1011,Apple Store,Fashion,2926.37,6,487.73,2023-09-06,2024-03-04,ongoing,539,32.79,0.0,0
T001681,C6252,Apple Store,Health,2974.38,18,165.24,2023-09-03,2025-02-24,late,673,18.69,7.47,0
T001682,C5399,Target,Health,1790.75,3,596.92,2023-03-16,2023-06-14,paid,503,35.37,0.0,0
T001683,C9234,AliExpress,Grocery,283.65,6,47.28,2023-06-06,2023-12-03,late,649,20.43,30.23,0
T001684,C6445,Target,Home,182.93,6,30.49,2023-08-11,2024-02-07,paid,442,40.75,0.0,0
T001685,C7570,Amazon,Electronics,2131.09,12,177.59,2023-07-09,2024-07-03,late,488,34.95,21.55,0
T001686,C9212,Amazon,Home,445.71,3,148.57,2023-02-21,2023-05-22,ongoing,571,29.48,0.0,0
T001687,C1406,Amazon,Office,3044.06,6,507.34,2023-03-29,2023-09-25,ongoing,831,0.89,0.0,0
T001688,C5431,eBay,Beauty,4407.84,6,734.64,2023-11-09,2024-05-07,paid,599,23.47,0.0,0
T001689,C6243,IKEA,Grocery,4417.5,3,1472.5,2023-12-05,2024-03-04,paid,725,13.5,0.0,0
T001690,C7542,Adidas,Home,3303.75,4,825.94,2023-03-07,2023-07-05,paid,345,49.2,0.0,0
T001691,C7936,BestBuy,Sports,1075.88,4,268.97,2023-05-30,2023-09-27,ongoing,394,45.09,0.0,0
T001692,C9906,eBay,Electronics,4318.41,6,719.74,2023-01-20,2023-07-19,ongoing,363,46.81,0.0,0
T001693,C5146,Apple Store,Home,4433.31,12,369.44,2023-02-02,2024-01-28,late,712,12.35,30.75,0
T001694,C1140,Nike,Grocery,1003.35,6,167.22,2023-11-24,2024-05-22,paid,308,52.89,0.0,0
T001695,C5882,AliExpress,Sports,3693.69,6,615.62,2023-10-08,2024-04-05,ongoing,758,7.42,0.0,0
T001696,C7012,Nike,Fashion,1450.43,4,362.61,2023-02-15,2023-06-15,paid,708,14.83,0.0,0
T001697,C1963,Target,Beauty,4018.14,3,1339.38,2023-03-14,2023-06-12,late,769,9.45,34.54,0
T001698,C8151,AliExpress,Beauty,4986.26,3,1662.09,2023-12-20,2024-03-19,ongoing,805,3.99,0.0,0
T001699,C9564,BestBuy,Fashion,174.38,4,43.6,2023-11-09,2024-03-08,late,372,49.3,48.4,0
T001700,C4610,BestBuy,Automotive,4489.4,4,1122.35,2023-12-09,2024-04-07,late,383,45.55,44.56,0
T001701,C7894,Walmart,Health,3122.59,3,1040.86,2023-05-13,2023-08-11,late,358,48.5,34.0,0
T001702,C8311,Nike,Sports,4867.58,4,1216.9,2023-02-24,2023-06-24,late,320,51.6,21.73,0
T001703,C1105,Adidas,Electronics,2338.42,4,584.6,2023-03-02,2023-06-30,ongoing,757,9.78,0.0,0
T001704,C6539,BestBuy,Home,4240.75,3,1413.58,2023-12-11,2024-03-10,ongoing,456,39.08,0.0,0
T001705,C7787,IKEA,Office,335.41,4,83.85,2023-01-08,2023-05-08,ongoing,628,22.65,0.0,0
T001706,C3137,Walmart,Health,1693.01,3,564.34,2023-09-29,2023-12-28,ongoing,502,35.85,0.0,0
T001707,C5445,Adidas,Grocery,358.41,12,29.87,2023-09-03,2024-08-28,ongoing,405,44.68,0.0,0
T001708,C4530,AliExpress,Automotive,4877.33,12,406.44,2023-06-25,2024-06-19,ongoing,421,43.41,0.0,0
T001709,C2286,Nike,Electronics,4089.45,6,681.58,2023-04-26,2023-10-23,ongoing,617,25.04,0.0,0
T001710,C8052,Nike,Office,4266.42,3,1422.14,2023-11-13,2024-02-11,ongoing,481,36.1,0.0,0
T001711,C4654,Adidas,Office,4691.38,6,781.9,2023-09-28,2024-03-26,ongoing,615,22.94,0.0,0
T001712,C8102,Adidas,Electronics,448.39,12,37.37,2023-07-12,2024-07-06,late,705,15.37,28.92,0
T001713,C3359,BestBuy,Automotive,1943.35,6,323.89,2023-05-30,2023-11-26,ongoing,369,48.55,0.0,0
T001714,C9105,AliExpress,Grocery,378.4,3,126.13,2023-05-11,2023-08-09,paid,459,37.81,0.0,0
T001715,C9636,Walmart,Fashion,1073.7,6,178.95,2023-04-12,2023-10-09,ongoing,539,30.6,0.0,0
T001716,C7441,IKEA,Health,1166.09,12,97.17,2023-11-06,2024-10-31,ongoing,822,2.67,0.0,0
T001717,C6047,Apple Store,Books,2358.81,6,393.14,2023-09-27,2024-03-25,late,437,40.98,19.55,0
T001718,C9227,Apple Store,Books,1361.1,6,226.85,2023-10-19,2024-04-16,ongoing,794,4.31,0.0,0
T001719,C6203,eBay,Automotive,527.37,4,131.84,2023-07-29,2023-11-26,ongoing,546,32.1,0.0,0
T001720,C2798,IKEA,Office,858.27,4,214.57,2023-12-27,2024-04-25,ongoing,842,1.85,0.0,0
T001721,C6291,AliExpress,Home,757.7,3,252.57,2023-12-04,2024-03-03,ongoing,823,2.63,0.0,0
T001722,C6495,AliExpress,Fashion,4866.06,6,811.01,2023-03-08,2023-09-04,ongoing,542,31.52,0.0,0
T001723,C7284,Walmart,Fashion,3802.48,3,1267.49,2023-01-10,2023-04-10,ongoing,635,23.09,0.0,0
T001724,C8285,Nike,Automotive,4839.61,4,1209.9,2023-02-18,2023-06-18,ongoing,721,11.44,0.0,0
T001725,C2300,eBay,Grocery,2212.71,3,737.57,2023-04-21,2023-07-20,late,493,34.7,29.26,0
T001726,C7869,Walmart,Automotive,1409.88,4,352.47,2023-11-17,2024-03-16,paid,607,24.47,0.0,0
T001727,C4097,eBay,Home,3996.51,3,1332.17,2023-08-07,2023-11-05,ongoing,805,5.7,0.0,0
T001728,C5616,Nike,Beauty,1648.11,6,274.68,2023-02-26,2023-08-25,ongoing,580,25.15,0.0,0
T001729,C1009,Target,Books,1514.43,6,252.4,2023-10-10,2024-04-07,ongoing,738,13.14,0.0,0
T001730,C6752,eBay,Automotive,1181.72,3,393.91,2023-04-23,2023-07-22,ongoing,782,6.62,0.0,0
T001731,C7295,Walmart,Fashion,670.15,3,223.38,2023-05-13,2023-08-11,ongoing,522,32.24,0.0,0
T001732,C5815,Target,Grocery,1300.9,3,433.63,2023-03-12,2023-06-10,late,416,42.57,33.85,0
T001733,C2072,Adidas,Books,1792.72,12,149.39,2023-03-24,2024-03-18,ongoing,491,34.6,0.0,0
T001734,C4225,IKEA,Sports,3378.12,4,844.53,2023-02-26,2023-06-26,late,815,4.67,38.02,0
T001735,C2316,BestBuy,Electronics,336.26,4,84.06,2023-12-15,2024-04-13,ongoing,829,3.92,0.0,0
T001736,C6699,Walmart,Fashion,1072.27,3,357.42,2023-09-28,2023-12-27,defaulted,606,24.05,0.0,1
T001737,C7807,Adidas,Sports,4049.89,6,674.98,2023-04-21,2023-10-18,paid,831,3.71,0.0,0
T001738,C7674,Apple Store,Grocery,755.94,12,63.0,2023-12-23,2024-12-17,paid,421,44.2,0.0,0
T001739,C4683,Apple Store,Fashion,1729.66,12,144.14,2023-03-17,2024-03-11,ongoing,453,39.62,0.0,0
T001740,C8227,AliExpress,Automotive,4326.68,6,721.11,2023-06-07,2023-12-04,late,836,2.1,40.98,0
